,Date,Forecast or Actual?,lat,long,Morning_Temp,Day_Temp,Evening_Temp,Night_Temp,Morning_FeelsLike,Day_FeelsLike,Evening_FeelsLike,Night_FeelsLike,Pressure,Rain_in,Snow_in,Wind_Speed,Wind_Gust,Wind_Direction_Deg,Moon_Phase,Cloudiness_%
0,01/15/2022,7-Day Forecast,31,-85,43.04,53.82,51.37,48.74,38.56,50.53,48.44,45.27,1018.57,1.6,0.0,14.39,28.03,Wind direction varies,0.52,53.0
0,01/15/2022,7-Day Forecast,30,-85,46.21,59.73,53.59,51.3,43.96,57.83,51.51,49.19,1018.43,1.38,0.0,11.16,25.28,Wind direction varies,0.52,52.0
0,01/15/2022,7-Day Forecast,46,-84,3.25,13.0,10.31,10.14,-7.05,4.83,-0.62,0.42,1019.86,0.0,0.41,12.44,23.47,Wind direction varies,0.52,67.0
0,01/15/2022,7-Day Forecast,45,-84,9.55,18.23,13.9,11.87,1.31,8.72,5.89,4.12,1019.71,0.0,0.2,10.0,23.31,Wind direction varies,0.52,63.0
0,01/15/2022,7-Day Forecast,44,-84,14.91,19.86,17.6,15.49,4.45,9.91,7.79,6.31,1020.29,0.0,0.23,11.92,23.85,Wind direction varies,0.52,56.0
0,01/15/2022,7-Day Forecast,43,-84,14.82,20.71,17.49,16.32,4.45,10.29,8.06,5.95,1020.57,0.0,0.05,12.68,23.76,Wind direction varies,0.52,54.0
0,01/15/2022,7-Day Forecast,42,-84,18.14,23.19,22.16,20.2,7.94,12.94,12.37,11.17,1020.43,0.01,0.01,12.68,22.87,Wind direction varies,0.52,52.0
0,01/15/2022,7-Day Forecast,41,-84,21.48,26.32,24.2,22.23,11.1,16.78,14.68,13.29,1020.0,0.01,0.04,13.42,24.94,Wind direction varies,0.52,77.0
0,01/15/2022,7-Day Forecast,40,-84,21.6,27.82,24.62,22.56,10.94,18.55,15.24,12.64,1019.71,0.0,0.16,13.47,25.25,Wind direction varies,0.52,67.0
0,01/15/2022,7-Day Forecast,39,-84,22.38,28.66,25.22,21.92,13.16,20.38,17.02,13.59,1019.57,0.18,0.52,11.33,24.74,Wind direction varies,0.52,87.0
0,01/15/2022,7-Day Forecast,38,-84,23.08,28.87,24.91,21.97,14.96,20.37,19.54,14.76,1019.43,0.36,1.29,11.17,26.66,Wind direction varies,0.52,83.0
0,01/15/2022,7-Day Forecast,37,-84,23.69,32.2,27.66,24.53,17.32,25.19,23.49,19.49,1018.57,0.62,1.08,9.49,23.24,Wind direction varies,0.52,94.0
0,01/15/2022,7-Day Forecast,36,-84,30.96,38.63,34.68,33.03,24.92,33.83,30.39,28.2,1017.86,1.66,0.42,9.63,21.61,Wind direction varies,0.52,72.0
0,01/15/2022,7-Day Forecast,35,-84,28.25,36.73,29.76,27.83,24.4,31.37,24.74,23.46,1017.29,1.48,0.27,11.06,25.23,Wind direction varies,0.52,85.0
0,01/15/2022,7-Day Forecast,34,-84,36.14,44.23,39.68,37.42,29.85,38.65,34.31,31.33,1016.57,1.58,0.03,14.25,31.94,Wind direction varies,0.52,75.0
0,01/15/2022,7-Day Forecast,33,-84,38.23,49.06,43.19,39.62,33.79,44.74,38.98,34.59,1017.14,2.34,0.0,11.98,29.61,Wind direction varies,0.52,56.0
0,01/15/2022,7-Day Forecast,32,-84,43.23,51.88,49.04,45.1,40.18,47.88,45.04,40.04,1017.86,2.25,0.0,15.38,30.07,Wind direction varies,0.52,46.0
0,01/15/2022,7-Day Forecast,31,-84,43.81,54.39,51.12,47.87,39.86,50.99,48.18,44.51,1018.29,2.27,0.0,13.72,28.38,Wind direction varies,0.52,54.0
0,01/15/2022,7-Day Forecast,30,-84,51.88,57.79,56.52,54.69,49.1,56.03,54.88,52.36,1018.43,1.21,0.0,19.09,28.7,Wind direction varies,0.52,49.0
0,01/15/2022,7-Day Forecast,45,-83,19.02,20.17,21.35,21.01,6.63,7.66,9.36,9.84,1019.0,0.0,0.33,26.41,28.61,Wind direction varies,0.52,75.0
0,01/15/2022,7-Day Forecast,44,-83,16.56,19.36,16.71,15.73,4.84,8.32,6.11,5.39,1019.71,0.0,0.15,15.55,24.2,Wind direction varies,0.52,72.0
0,01/15/2022,7-Day Forecast,43,-83,15.27,20.29,17.91,16.26,4.37,9.34,8.31,5.72,1019.86,0.0,0.07,13.4,25.1,Wind direction varies,0.52,63.0
0,01/15/2022,7-Day Forecast,42,-83,18.66,23.63,22.93,21.51,7.26,12.92,13.22,11.37,1020.0,0.0,0.09,14.88,22.39,Wind direction varies,0.52,51.0
0,01/15/2022,7-Day Forecast,41,-83,20.29,25.82,22.66,21.08,10.09,15.89,14.36,12.25,1019.57,0.0,0.25,13.32,24.15,Wind direction varies,0.52,77.0
0,01/15/2022,7-Day Forecast,40,-83,23.38,28.31,26.27,24.25,14.57,20.43,19.54,17.11,1019.29,0.0,0.34,9.69,21.89,Wind direction varies,0.52,84.0
0,01/15/2022,7-Day Forecast,39,-83,23.21,29.88,24.27,21.23,16.91,22.25,19.23,16.08,1019.14,0.25,0.89,8.97,23.12,Wind direction varies,0.52,87.0
0,01/15/2022,7-Day Forecast,38,-83,25.76,31.59,27.06,24.87,19.39,24.98,21.57,20.27,1019.14,0.25,0.92,9.26,25.38,Wind direction varies,0.52,87.0
0,01/15/2022,7-Day Forecast,37,-83,25.98,33.75,27.57,26.4,20.59,27.99,23.69,21.64,1017.71,0.53,1.24,8.33,20.78,Wind direction varies,0.52,90.0
0,01/15/2022,7-Day Forecast,36,-83,28.54,37.12,30.27,29.12,23.65,32.55,24.96,24.76,1017.43,0.88,0.83,10.22,22.57,Wind direction varies,0.52,87.0
0,01/15/2022,7-Day Forecast,35,-83,30.41,39.2,32.27,29.26,25.25,35.25,28.0,24.02,1016.57,1.41,0.76,8.99,22.67,Wind direction varies,0.52,59.0
0,01/15/2022,7-Day Forecast,34,-83,36.13,45.93,40.03,38.24,30.87,42.03,35.17,33.2,1016.71,1.66,0.0,12.09,31.29,Wind direction varies,0.52,63.0
0,01/15/2022,7-Day Forecast,33,-83,40.93,51.26,45.85,42.83,36.74,47.4,41.77,37.89,1017.0,2.24,0.0,13.16,30.07,Wind direction varies,0.52,57.0
0,01/15/2022,7-Day Forecast,32,-83,43.25,53.64,48.8,44.99,39.97,50.01,45.35,41.04,1017.57,1.47,0.0,14.03,30.39,Wind direction varies,0.52,53.0
0,01/15/2022,7-Day Forecast,31,-83,44.82,56.5,50.65,47.09,42.64,54.02,48.07,43.9,1017.86,1.25,0.0,10.79,27.93,Wind direction varies,0.52,55.0
0,01/15/2022,7-Day Forecast,30,-83,46.64,60.85,55.0,51.38,44.58,58.89,53.09,49.13,1018.0,1.53,0.0,11.41,25.03,Wind direction varies,0.52,48.0
0,01/15/2022,7-Day Forecast,29,-83,55.86,58.24,60.65,59.67,54.22,56.77,59.52,58.39,1018.71,0.4,0.0,23.43,28.29,Wind direction varies,0.52,42.0
0,01/15/2022,7-Day Forecast,41,-82,19.83,25.09,20.47,18.93,9.38,14.95,11.24,9.16,1019.0,0.0,0.43,13.3,24.15,Wind direction varies,0.52,85.0
0,01/15/2022,7-Day Forecast,40,-82,21.76,27.79,21.38,19.19,13.48,18.77,13.94,10.97,1019.0,0.0,0.75,11.52,24.37,Wind direction varies,0.52,95.0
0,01/15/2022,7-Day Forecast,39,-82,23.63,29.94,24.68,21.3,17.23,23.38,19.45,15.46,1019.43,0.16,1.28,8.49,24.48,Wind direction varies,0.52,94.0
0,01/15/2022,7-Day Forecast,38,-82,26.64,31.76,26.23,25.16,20.29,25.41,21.96,20.69,1019.0,0.35,1.07,8.82,23.12,Wind direction varies,0.52,100.0
0,01/15/2022,7-Day Forecast,37,-82,24.57,31.4,25.83,23.99,19.39,24.92,22.09,19.61,1017.57,0.38,1.14,8.43,21.33,Wind direction varies,0.52,96.0
0,01/15/2022,7-Day Forecast,36,-82,20.43,27.19,20.53,19.06,14.77,19.76,14.79,12.26,1016.86,0.02,1.8,10.23,24.79,Wind direction varies,0.52,85.0
0,01/15/2022,7-Day Forecast,35,-82,29.85,36.16,32.49,31.08,24.21,32.08,28.59,25.6,1017.71,0.61,1.34,10.5,26.44,Wind direction varies,0.52,65.0
0,01/15/2022,7-Day Forecast,34,-82,35.73,46.2,40.59,37.58,30.42,41.86,35.34,31.59,1016.86,1.78,0.02,12.16,31.9,Wind direction varies,0.52,66.0
0,01/15/2022,7-Day Forecast,33,-82,40.89,51.0,47.18,44.24,35.58,47.38,43.19,38.65,1016.86,1.84,0.0,15.01,31.58,Wind direction varies,0.52,57.0
0,01/15/2022,7-Day Forecast,32,-82,43.79,54.72,49.99,46.47,40.33,51.96,46.8,42.58,1017.0,1.15,0.0,14.04,28.87,Wind direction varies,0.52,61.0
0,01/15/2022,7-Day Forecast,31,-82,45.78,58.96,52.55,48.69,44.25,56.81,50.66,46.45,1017.29,0.61,0.0,7.97,26.37,Wind direction varies,0.52,56.0
0,01/15/2022,7-Day Forecast,30,-82,46.52,61.55,55.35,51.48,44.58,59.48,53.33,49.36,1017.71,0.41,0.0,10.83,24.29,Wind direction varies,0.52,51.0
0,01/15/2022,7-Day Forecast,29,-82,50.54,63.8,58.51,55.96,48.41,62.15,56.77,54.56,1018.0,0.22,0.0,13.15,25.03,Wind direction varies,0.52,37.0
0,01/15/2022,7-Day Forecast,28,-82,52.73,65.96,60.65,57.27,51.24,64.68,59.25,55.81,1018.43,0.38,0.0,13.28,22.86,Wind direction varies,0.52,48.0
0,01/15/2022,7-Day Forecast,27,-82,55.77,68.05,62.31,58.96,54.49,67.2,61.36,57.79,1018.57,0.95,0.0,12.73,19.6,Wind direction varies,0.52,66.0
0,01/15/2022,7-Day Forecast,42,-81,24.33,25.37,26.5,25.16,11.79,13.27,14.74,13.06,1018.29,0.08,0.97,25.72,28.65,Wind direction varies,0.52,86.0
0,01/15/2022,7-Day Forecast,41,-81,18.13,24.16,16.82,15.49,8.06,14.08,7.07,5.62,1018.71,0.0,0.86,13.79,27.43,Wind direction varies,0.52,70.0
0,01/15/2022,7-Day Forecast,40,-81,18.53,25.25,18.39,14.95,9.9,16.11,9.44,6.32,1018.71,0.0,1.3,12.09,26.92,Wind direction varies,0.52,92.0
0,01/15/2022,7-Day Forecast,39,-81,22.84,28.69,24.12,21.53,16.76,21.66,19.17,15.81,1019.0,0.1,1.31,9.45,24.68,Wind direction varies,0.52,100.0
0,01/15/2022,7-Day Forecast,38,-81,24.9,29.46,25.2,23.79,18.13,21.43,19.78,19.05,1018.57,0.14,1.36,11.53,27.55,Wind direction varies,0.52,100.0
0,01/15/2022,7-Day Forecast,37,-81,22.42,27.36,22.74,18.84,15.57,20.08,16.58,13.04,1018.0,0.22,1.15,13.2,29.9,Wind direction varies,0.52,86.0
0,01/15/2022,7-Day Forecast,36,-81,23.71,32.32,28.16,24.28,17.71,26.27,23.59,19.49,1017.71,0.11,1.56,9.32,24.49,Wind direction varies,0.52,69.0
0,01/15/2022,7-Day Forecast,35,-81,30.97,39.02,35.64,32.87,26.0,34.05,31.25,27.28,1017.0,0.56,1.22,10.5,29.85,Wind direction varies,0.52,68.0
0,01/15/2022,7-Day Forecast,34,-81,37.08,47.38,43.89,40.25,31.97,44.28,38.84,34.39,1016.43,1.81,0.0,12.36,31.17,Wind direction varies,0.52,60.0
0,01/15/2022,7-Day Forecast,33,-81,41.02,52.15,47.51,43.48,37.07,49.22,44.02,38.8,1016.57,1.9,0.0,11.46,27.91,Wind direction varies,0.52,62.0
0,01/15/2022,7-Day Forecast,32,-81,44.75,56.6,49.65,47.36,41.87,54.6,47.08,43.93,1016.71,0.79,0.0,11.28,25.26,Wind direction varies,0.52,69.0
0,01/15/2022,7-Day Forecast,30,-81,56.24,58.35,60.87,59.7,54.06,56.78,59.58,58.37,1017.86,0.3,0.0,22.89,27.98,Wind direction varies,0.52,47.0
0,01/15/2022,7-Day Forecast,29,-81,50.92,65.66,58.84,56.83,49.45,64.1,57.39,55.42,1017.71,0.37,0.0,9.47,23.08,Wind direction varies,0.52,33.0
0,01/15/2022,7-Day Forecast,28,-81,53.36,67.09,61.34,57.77,52.2,65.91,59.93,56.4,1018.14,0.47,0.0,11.15,21.07,Wind direction varies,0.52,41.0
0,01/15/2022,7-Day Forecast,27,-81,54.91,67.99,65.59,61.8,53.81,67.06,64.48,60.73,1018.29,0.44,0.0,12.33,21.58,Wind direction varies,0.52,46.0
0,01/15/2022,7-Day Forecast,26,-81,58.09,72.18,67.49,63.74,56.99,71.4,66.61,62.83,1018.43,0.34,0.0,12.09,20.1,Wind direction varies,0.52,42.0
0,01/15/2022,7-Day Forecast,42,-80,15.48,21.75,14.95,14.24,4.26,10.74,4.42,3.69,1017.57,0.0,2.37,14.98,28.43,Wind direction varies,0.52,86.0
0,01/15/2022,7-Day Forecast,41,-80,15.38,22.96,15.51,13.51,6.53,13.12,8.57,5.87,1018.14,0.0,1.44,11.47,25.13,Wind direction varies,0.52,93.0
0,01/15/2022,7-Day Forecast,40,-80,19.44,27.24,20.9,17.74,12.04,18.42,14.15,11.4,1018.29,0.0,1.22,11.03,24.46,Wind direction varies,0.52,94.0
0,01/15/2022,7-Day Forecast,39,-80,21.29,25.57,20.52,18.27,15.19,17.06,14.92,11.94,1018.43,0.06,1.58,11.04,25.32,Wind direction varies,0.52,99.0
0,01/15/2022,7-Day Forecast,38,-80,18.81,25.44,19.93,17.62,13.57,18.93,14.94,13.53,1018.0,0.1,1.05,11.21,27.21,Wind direction varies,0.52,79.0
0,01/15/2022,7-Day Forecast,37,-80,25.94,29.73,26.19,24.01,20.28,22.5,20.31,17.09,1018.71,0.19,1.4,9.77,24.87,Wind direction varies,0.52,87.0
0,01/15/2022,7-Day Forecast,36,-80,26.06,32.48,29.72,26.63,18.47,24.97,24.01,20.91,1018.14,0.18,1.29,12.37,28.46,Wind direction varies,0.52,72.0
0,01/15/2022,7-Day Forecast,35,-80,30.46,41.76,34.96,32.22,25.34,36.59,30.13,26.76,1016.71,1.09,0.66,11.26,27.55,Wind direction varies,0.52,66.0
0,01/15/2022,7-Day Forecast,34,-80,36.87,47.69,43.34,39.76,30.28,43.28,37.48,33.06,1016.14,1.29,0.02,14.92,30.27,Wind direction varies,0.52,61.0
0,01/15/2022,7-Day Forecast,33,-80,43.07,55.03,48.71,44.74,39.92,52.72,45.49,40.49,1016.14,1.09,0.0,11.48,26.38,Wind direction varies,0.52,65.0
0,01/15/2022,7-Day Forecast,43,-79,12.49,20.49,14.51,14.75,4.22,11.55,6.06,4.87,1017.57,0.0,2.17,11.76,24.84,Wind direction varies,0.52,77.0
0,01/15/2022,7-Day Forecast,42,-79,12.82,20.97,11.95,12.05,2.89,10.79,4.47,5.59,1017.14,0.0,1.85,12.02,27.66,Wind direction varies,0.52,85.0
0,01/15/2022,7-Day Forecast,41,-79,13.29,22.27,15.36,11.37,5.47,12.29,9.73,5.43,1017.57,0.0,1.66,10.98,27.02,Wind direction varies,0.52,89.0
0,01/15/2022,7-Day Forecast,40,-79,13.98,20.26,15.14,13.73,4.18,9.26,5.02,3.53,1017.71,0.0,1.64,17.58,32.74,Wind direction varies,0.52,100.0
0,01/15/2022,7-Day Forecast,39,-79,20.72,28.81,21.51,18.65,14.69,21.93,14.83,15.11,1017.86,0.02,1.12,10.39,24.62,Wind direction varies,0.52,84.0
0,01/15/2022,7-Day Forecast,38,-79,23.32,28.24,22.05,20.53,17.17,21.39,13.94,12.88,1018.29,0.04,1.15,10.34,20.35,Wind direction varies,0.52,79.0
0,01/15/2022,7-Day Forecast,37,-79,27.96,32.6,29.98,27.1,21.07,25.93,23.38,21.63,1018.71,0.35,1.05,10.19,28.38,Wind direction varies,0.52,81.0
0,01/15/2022,7-Day Forecast,36,-79,28.06,36.96,32.48,29.07,21.39,29.97,27.54,23.15,1018.14,0.56,0.82,10.98,27.91,Wind direction varies,0.52,71.0
0,01/15/2022,7-Day Forecast,35,-79,33.81,43.6,39.11,36.5,26.75,37.99,32.27,29.27,1016.86,1.26,0.27,14.44,30.4,Wind direction varies,0.52,60.0
0,01/15/2022,7-Day Forecast,34,-79,37.38,49.93,44.62,40.16,31.33,46.3,39.42,33.69,1016.0,2.13,0.0,14.44,30.05,Wind direction varies,0.52,67.0
0,01/15/2022,7-Day Forecast,43,-78,12.63,19.6,12.39,12.75,0.96,8.22,0.98,1.67,1017.0,0.0,2.02,14.74,28.84,Wind direction varies,0.52,76.0
0,01/15/2022,7-Day Forecast,42,-78,8.24,18.07,11.52,9.79,-2.7,6.44,4.82,1.27,1016.71,0.0,1.48,13.92,31.7,Wind direction varies,0.52,89.0
0,01/15/2022,7-Day Forecast,41,-78,14.16,22.51,16.28,14.62,5.6,12.62,8.94,7.27,1016.86,0.0,1.54,12.31,30.02,Wind direction varies,0.52,73.0
0,01/15/2022,7-Day Forecast,40,-78,19.82,26.3,22.59,21.98,11.71,17.14,15.66,15.5,1017.57,0.15,0.57,12.75,33.3,Wind direction varies,0.52,84.0
0,01/15/2022,7-Day Forecast,39,-78,19.65,26.38,21.39,20.7,12.01,17.56,14.48,14.42,1018.14,0.28,0.88,11.72,27.75,Wind direction varies,0.52,87.0
0,01/15/2022,7-Day Forecast,38,-78,26.17,32.49,28.64,26.67,18.59,25.38,22.03,20.35,1018.43,0.84,0.64,10.83,28.27,Wind direction varies,0.52,78.0
0,01/15/2022,7-Day Forecast,37,-78,28.76,34.65,32.52,29.22,21.82,27.33,26.76,21.78,1018.57,1.08,0.6,12.01,32.54,Wind direction varies,0.52,80.0
0,01/15/2022,7-Day Forecast,36,-78,32.32,39.72,37.73,33.07,24.62,32.71,32.12,26.53,1017.71,1.49,0.33,14.78,31.01,Wind direction varies,0.52,69.0
0,01/15/2022,7-Day Forecast,35,-78,34.12,45.06,39.53,36.51,27.44,39.27,32.69,29.89,1016.86,1.95,0.1,14.49,29.6,Wind direction varies,0.52,57.0
0,01/15/2022,7-Day Forecast,43,-77,11.55,19.84,14.79,12.08,-0.2,8.33,3.87,0.67,1016.43,0.01,1.56,15.98,29.76,Wind direction varies,0.52,83.0
0,01/15/2022,7-Day Forecast,42,-77,11.12,17.56,13.06,9.84,1.51,6.21,6.63,0.62,1016.86,0.0,0.83,13.68,33.43,Wind direction varies,0.52,86.0
0,01/15/2022,7-Day Forecast,41,-77,18.47,24.82,22.3,21.48,10.78,15.48,14.33,15.06,1017.14,0.09,0.73,12.94,30.91,Wind direction varies,0.52,82.0
0,01/15/2022,7-Day Forecast,40,-77,22.22,27.36,25.15,24.43,13.89,16.76,15.54,15.84,1017.43,0.57,0.58,16.69,34.65,Wind direction varies,0.52,95.0
0,01/15/2022,7-Day Forecast,39,-77,27.27,32.0,30.4,30.86,18.59,23.81,22.16,23.92,1017.86,1.01,0.39,13.9,31.84,Wind direction varies,0.52,78.0
0,01/15/2022,7-Day Forecast,38,-77,28.81,35.72,31.86,30.99,21.26,28.71,25.28,24.66,1018.0,0.97,0.34,12.94,30.24,Wind direction varies,0.52,76.0
0,01/15/2022,7-Day Forecast,37,-77,31.11,38.0,34.84,30.94,24.04,31.24,29.73,24.05,1018.14,1.27,0.26,13.76,31.26,Wind direction varies,0.52,76.0
0,01/15/2022,7-Day Forecast,36,-77,33.24,42.6,38.19,34.24,26.3,36.93,33.13,27.92,1017.29,2.08,0.05,13.28,31.58,Wind direction varies,0.52,65.0
0,01/15/2022,7-Day Forecast,35,-77,36.11,49.08,41.7,37.08,31.21,45.62,37.4,31.82,1016.57,2.25,0.05,11.4,31.01,Wind direction varies,0.52,65.0
0,01/15/2022,7-Day Forecast,44,-76,0.86,13.35,7.45,7.05,-7.74,4.77,-0.97,-2.21,1016.86,0.0,1.72,12.61,24.17,Wind direction varies,0.52,70.0
0,01/15/2022,7-Day Forecast,43,-76,11.02,18.65,15.05,13.24,1.38,8.2,5.42,4.85,1016.14,0.01,1.19,15.12,30.66,Wind direction varies,0.52,81.0
0,01/15/2022,7-Day Forecast,42,-76,12.18,19.35,15.26,13.75,3.83,9.04,6.24,7.73,1016.0,0.01,0.5,13.68,33.37,Wind direction varies,0.52,86.0
0,01/15/2022,7-Day Forecast,41,-76,14.91,22.04,18.8,17.34,6.94,11.85,9.75,10.87,1016.43,0.29,0.81,15.54,36.86,Wind direction varies,0.52,89.0
0,01/15/2022,7-Day Forecast,40,-76,21.26,27.76,25.23,25.08,12.25,16.79,14.5,15.69,1016.86,1.05,0.25,19.77,38.87,Wind direction varies,0.52,80.0
0,01/15/2022,7-Day Forecast,39,-76,26.57,33.72,30.81,30.87,16.57,24.04,21.65,22.9,1017.29,1.24,0.06,20.12,37.04,Wind direction varies,0.52,88.0
0,01/15/2022,7-Day Forecast,38,-76,33.1,35.53,36.27,36.08,21.48,24.48,25.67,25.98,1017.86,1.32,0.04,30.1,39.63,Wind direction varies,0.52,77.0
0,01/15/2022,7-Day Forecast,37,-76,36.66,39.36,39.59,38.29,26.28,29.76,31.21,28.83,1017.71,1.75,0.06,30.07,38.48,Wind direction varies,0.52,71.0
0,01/15/2022,7-Day Forecast,36,-76,38.38,41.65,40.81,38.98,29.4,33.54,33.04,30.3,1017.43,2.43,0.09,25.45,33.84,Wind direction varies,0.52,67.0
0,01/15/2022,7-Day Forecast,45,-75,-5.47,8.49,1.7,-1.03,-14.47,-2.21,-6.23,-9.01,1017.14,0.0,1.42,11.17,24.08,Wind direction varies,0.52,55.0
0,01/15/2022,7-Day Forecast,44,-75,-1.29,12.25,3.75,1.11,-12.48,1.27,-2.57,-5.79,1015.43,0.0,1.15,13.29,33.47,Wind direction varies,0.52,76.0
0,01/15/2022,7-Day Forecast,43,-75,6.88,18.41,12.05,9.58,-1.89,8.33,1.3,3.11,1015.57,0.0,0.96,17.03,34.54,Wind direction varies,0.52,76.0
0,01/15/2022,7-Day Forecast,42,-75,7.39,16.48,11.25,10.61,-1.07,5.63,1.52,2.38,1015.86,0.19,0.92,15.17,37.02,Wind direction varies,0.52,82.0
0,01/15/2022,7-Day Forecast,41,-75,17.7,24.26,21.37,20.46,11.0,15.26,12.11,12.18,1016.14,0.86,0.42,13.54,36.15,Wind direction varies,0.52,70.0
0,01/15/2022,7-Day Forecast,40,-75,26.24,31.6,30.04,30.28,17.38,23.06,21.48,22.06,1016.57,1.37,0.07,14.97,34.78,Wind direction varies,0.52,88.0
0,01/15/2022,7-Day Forecast,39,-75,30.79,34.67,34.2,34.43,19.22,23.84,23.43,24.98,1016.86,1.26,0.06,28.6,39.7,Wind direction varies,0.52,89.0
0,01/15/2022,7-Day Forecast,45,-74,-2.67,9.16,5.17,2.74,-14.12,-1.69,-6.27,-7.88,1016.43,0.0,1.46,13.37,24.48,Wind direction varies,0.52,59.0
0,01/15/2022,7-Day Forecast,44,-74,-2.95,12.11,2.96,0.27,-11.31,1.87,-6.56,-8.99,1014.57,0.0,1.65,10.46,26.34,Wind direction varies,0.52,70.0
0,01/15/2022,7-Day Forecast,43,-74,8.09,18.14,14.16,11.38,-0.78,9.47,5.83,3.37,1015.29,0.03,1.18,9.69,24.43,Wind direction varies,0.52,59.0
0,01/15/2022,7-Day Forecast,42,-74,15.82,24.08,20.52,18.07,9.51,16.74,15.47,12.62,1015.43,0.55,0.49,9.3,22.38,Wind direction varies,0.52,69.0
0,01/15/2022,7-Day Forecast,41,-74,23.34,27.26,26.42,25.87,16.01,18.52,17.29,16.67,1015.71,1.7,0.15,14.39,31.9,Wind direction varies,0.52,74.0
0,01/15/2022,7-Day Forecast,45,-73,-1.24,10.04,3.98,3.55,-11.06,-0.26,-6.64,-6.87,1016.57,0.03,0.45,12.78,23.75,Wind direction varies,0.52,73.0
0,01/15/2022,7-Day Forecast,44,-73,1.28,12.99,7.5,6.18,-7.5,3.4,-2.76,-0.33,1014.57,0.01,0.98,11.89,28.05,Wind direction varies,0.52,78.0
0,01/15/2022,7-Day Forecast,43,-73,2.53,15.15,7.02,4.11,-5.5,4.84,-1.93,-3.85,1014.14,0.0,2.09,14.07,33.27,Wind direction varies,0.52,67.0
0,01/15/2022,7-Day Forecast,42,-73,13.5,20.87,16.89,15.62,4.57,10.38,6.88,5.39,1014.57,0.6,0.67,15.97,41.33,Wind direction varies,0.52,68.0
0,01/15/2022,7-Day Forecast,41,-73,27.2,29.09,29.8,29.26,16.96,18.29,18.67,17.96,1015.57,1.27,0.1,27.3,39.25,Wind direction varies,0.52,62.0
0,01/15/2022,7-Day Forecast,45,-72,-3.57,6.0,6.98,1.92,-13.53,-3.53,-2.3,-6.56,1016.71,0.0,0.49,11.23,28.77,Wind direction varies,0.52,73.0
0,01/15/2022,7-Day Forecast,44,-72,4.88,10.13,12.24,7.59,-4.0,0.35,2.21,-0.19,1016.0,0.0,1.12,12.29,30.04,Wind direction varies,0.52,60.0
0,01/15/2022,7-Day Forecast,43,-72,7.89,16.0,15.73,9.95,-2.76,7.05,6.45,1.11,1015.14,0.32,1.48,13.88,35.6,Wind direction varies,0.52,49.0
0,01/15/2022,7-Day Forecast,42,-72,18.03,22.38,23.62,19.7,9.02,12.67,14.04,9.41,1015.57,0.97,0.51,14.68,37.59,Wind direction varies,0.52,59.0
0,01/15/2022,7-Day Forecast,41,-72,29.33,30.92,33.77,31.9,18.42,19.47,22.27,20.23,1015.57,1.04,0.11,33.6,41.36,Wind direction varies,0.52,63.0
0,01/15/2022,7-Day Forecast,45,-71,-3.56,4.14,4.46,-2.09,-13.19,-5.7,-4.94,-10.46,1016.86,0.0,1.05,13.06,31.11,Wind direction varies,0.52,84.0
0,01/15/2022,7-Day Forecast,44,-71,4.65,13.77,14.66,5.69,-2.63,8.33,9.7,-0.41,1015.0,0.22,1.73,7.08,18.99,Wind direction varies,0.52,51.0
0,01/15/2022,7-Day Forecast,43,-71,17.65,21.74,22.28,19.08,7.46,12.36,13.75,9.92,1014.29,0.9,0.09,13.39,33.25,Wind direction varies,0.52,48.0
0,01/15/2022,7-Day Forecast,42,-71,22.17,26.4,26.49,24.25,13.81,18.07,17.33,15.02,1014.86,0.66,0.02,14.5,36.43,Wind direction varies,0.52,51.0
0,01/15/2022,7-Day Forecast,41,-71,30.62,31.75,34.52,33.28,19.3,20.88,23.41,21.68,1015.43,0.69,0.09,34.26,42.19,Wind direction varies,0.52,60.0
0,01/15/2022,7-Day Forecast,47,-70,-5.44,1.62,1.82,-0.48,-17.63,-10.74,-10.15,-11.41,1015.86,0.0,0.71,13.11,33.67,Wind direction varies,0.52,58.0
0,01/15/2022,7-Day Forecast,46,-70,-2.74,0.62,3.0,-2.42,-15.22,-11.49,-7.28,-13.17,1016.29,0.07,0.74,16.75,42.21,Wind direction varies,0.52,67.0
0,01/15/2022,7-Day Forecast,45,-70,1.52,7.48,8.29,1.11,-6.68,-0.51,0.42,-6.67,1015.43,0.2,1.09,11.26,30.47,Wind direction varies,0.52,47.0
0,01/15/2022,7-Day Forecast,44,-70,14.33,16.99,17.14,13.62,5.81,7.41,8.73,6.03,1014.29,0.7,0.25,12.88,36.06,Wind direction varies,0.52,44.0
0,01/15/2022,7-Day Forecast,42,-70,29.62,29.68,31.56,31.91,18.05,18.61,20.01,20.01,1014.29,0.68,0.19,34.56,43.37,Wind direction varies,0.52,78.0
0,01/15/2022,7-Day Forecast,47,-69,-5.3,1.07,3.16,-2.9,-15.4,-11.29,-8.91,-10.88,1015.43,0.12,0.73,13.49,33.05,Wind direction varies,0.52,57.0
0,01/15/2022,7-Day Forecast,46,-69,0.11,2.7,4.1,1.02,-11.54,-7.43,-5.64,-8.07,1015.57,0.14,1.05,11.88,33.3,Wind direction varies,0.52,64.0
0,01/15/2022,7-Day Forecast,45,-69,8.88,12.15,13.26,8.04,-2.08,0.92,6.0,1.53,1014.86,0.24,0.94,14.13,40.1,Wind direction varies,0.52,57.0
