,Date,Forecast or Actual?,lat,long,Morning_Temp,Day_Temp,Evening_Temp,Night_Temp,Morning_FeelsLike,Day_FeelsLike,Evening_FeelsLike,Night_FeelsLike,Pressure,Rain_in,Snow_in,Wind_Speed,Wind_Gust,Wind_Direction_Deg,Moon_Phase,Cloudiness_%
0,01/15/2022,7-Day Forecast,44,-69,21.21,20.27,25.15,24.0,9.05,9.92,13.42,12.1,1013.57,0.94,0.13,30.84,42.74,Wind direction varies,0.52,50.0
0,01/15/2022,7-Day Forecast,47,-68,-3.28,4.55,4.68,-1.5,-12.86,-7.38,-5.31,-9.14,1014.43,0.07,0.53,14.99,36.08,Wind direction varies,0.52,59.0
0,01/15/2022,7-Day Forecast,46,-68,5.01,8.34,9.86,5.53,-4.54,-3.17,0.11,-4.05,1014.57,0.15,0.89,15.16,40.7,Wind direction varies,0.52,54.0
0,01/15/2022,7-Day Forecast,45,-68,10.85,13.34,14.5,11.03,1.66,2.11,6.83,4.49,1014.0,0.31,1.01,15.08,39.99,Wind direction varies,0.52,51.0
0,01/15/2022,7-Day Forecast,45,-67,18.07,16.68,20.71,20.28,6.59,4.28,10.16,10.36,1013.43,0.52,0.51,25.28,42.73,Wind direction varies,0.52,46.0
0,01/15/2022,7-Day Forecast,28,-97,58.12,58.92,60.73,59.53,56.36,57.32,58.48,57.41,1021.14,1.21,0.0,21.79,29.88,Wind direction varies,0.53,48.0
0,01/15/2022,7-Day Forecast,26,-98,57.95,66.43,65.15,59.92,56.88,65.07,63.67,58.36,1020.0,0.54,0.0,17.86,29.6,Wind direction varies,0.53,42.0
0,01/15/2022,7-Day Forecast,31,-108,47.27,54.17,56.88,50.93,45.68,51.54,54.26,47.79,1019.0,0.33,0.0,12.5,19.57,Wind direction varies,0.53,92.0
0,01/15/2022,7-Day Forecast,31,-109,38.01,46.44,45.97,40.25,35.1,42.73,42.51,36.42,1019.0,0.66,0.0,13.58,17.3,Wind direction varies,0.53,90.0
0,01/15/2022,7-Day Forecast,31,-110,41.74,51.45,50.66,44.39,39.02,48.54,47.08,41.73,1018.14,0.79,0.0,11.39,14.58,Wind direction varies,0.53,71.0
0,01/15/2022,7-Day Forecast,31,-111,47.3,57.5,55.62,48.98,45.43,54.82,53.04,46.7,1017.71,0.62,0.0,9.78,12.03,Wind direction varies,0.53,70.0
0,01/15/2022,7-Day Forecast,49,-94,-9.21,3.81,1.88,-1.96,-20.82,-8.18,-8.34,-12.52,1022.43,0.0,0.42,10.93,30.36,Wind direction varies,0.53,89.0
0,01/15/2022,7-Day Forecast,27,-80,63.87,68.02,69.19,68.22,62.87,67.21,68.51,67.52,1017.86,0.23,0.0,17.98,21.65,Wind direction varies,0.52,39.0
0,01/15/2022,7-Day Forecast,38,-123,51.17,53.39,52.97,52.79,49.18,51.8,51.65,51.44,1020.0,0.0,0.0,11.75,15.28,359.0,0.53,31.0
